,F_Training_Image_Paths,B_Training_Image_Paths
520,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 320Cy 2172.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 320Cy 2172.jpg
521,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 832Cy 1232.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 832Cy 1232.jpg
522,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 884Cy 40.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 884Cy 40.jpg
523,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 1352Cy 2088.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 1352Cy 2088.jpg
524,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1884Cy 1076.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1884Cy 1076.jpg
525,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 600Cy 1660.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 600Cy 1660.jpg
526,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1992Cy 400.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1992Cy 400.jpg
527,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 1400Cy 36.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 1400Cy 36.jpg
528,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 716Cy 1400.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 716Cy 1400.jpg
529,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 916Cy 568.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 916Cy 568.jpg
530,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1804Cy 2144.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1804Cy 2144.jpg
531,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1100Cy 1820.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1100Cy 1820.jpg
532,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 1172Cy 1780.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 1172Cy 1780.jpg
533,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 528Cy 1472.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 528Cy 1472.jpg
534,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2576Cy 60.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2576Cy 60.jpg
535,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2364Cy 1136.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2364Cy 1136.jpg
536,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2348Cy 732.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2348Cy 732.jpg
537,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2336Cy 1156.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2336Cy 1156.jpg
538,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1540Cy 844.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1540Cy 844.jpg
539,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 572Cy 1876.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 572Cy 1876.jpg
540,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 120Cy 652.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 120Cy 652.jpg
541,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2716Cy 2152.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2716Cy 2152.jpg
542,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1856Cy 60.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1856Cy 60.jpg
543,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1392Cy 2084.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1392Cy 2084.jpg
544,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1820Cy 208.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1820Cy 208.jpg
545,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 464Cy 1068.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 464Cy 1068.jpg
546,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 604Cy 1020.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 604Cy 1020.jpg
547,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 980Cy 2168.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 980Cy 2168.jpg
548,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 1600Cy 536.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 1600Cy 536.jpg
549,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1192Cy 1436.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1192Cy 1436.jpg
550,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1804Cy 428.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1804Cy 428.jpg
551,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 368Cy 252.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 368Cy 252.jpg
552,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1580Cy 1492.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1580Cy 1492.jpg
553,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1516Cy 884.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1516Cy 884.jpg
554,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 72Cy 576.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 72Cy 576.jpg
555,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2764Cy 1300.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2764Cy 1300.jpg
556,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1400Cy 1724.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1400Cy 1724.jpg
557,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 60Cy 1208.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 60Cy 1208.jpg
558,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2668Cy 1244.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2668Cy 1244.jpg
559,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1292Cy 1920.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1292Cy 1920.jpg
560,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 76Cy 32.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 76Cy 32.jpg
561,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2176Cy 1944.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2176Cy 1944.jpg
562,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2736Cy 1236.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2736Cy 1236.jpg
563,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 492Cy 1944.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 492Cy 1944.jpg
564,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 256Cy 1360.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 256Cy 1360.jpg
565,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1936Cy 584.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1936Cy 584.jpg
566,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2788Cy 396.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2788Cy 396.jpg
567,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 1472Cy 732.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 1472Cy 732.jpg
568,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 24Cy 16.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 24Cy 16.jpg
569,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 624Cy 1400.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 624Cy 1400.jpg
570,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 2852Cy 48.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 2852Cy 48.jpg
571,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1816Cy 2016.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1816Cy 2016.jpg
572,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 660Cy 2156.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 660Cy 2156.jpg
573,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 772Cy 1864.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 772Cy 1864.jpg
574,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 308Cy 1816.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 308Cy 1816.jpg
575,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2320Cy 2136.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2320Cy 2136.jpg
576,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2632Cy 180.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2632Cy 180.jpg
577,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 56Cy 1496.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 56Cy 1496.jpg
578,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1012Cy 32.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1012Cy 32.jpg
579,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1164Cy 1040.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1164Cy 1040.jpg
580,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1172Cy 28.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1172Cy 28.jpg
581,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 2860Cy 308.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 2860Cy 308.jpg
582,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1568Cy 764.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1568Cy 764.jpg
583,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 1472Cy 1780.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 1472Cy 1780.jpg
584,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1060Cy 668.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1060Cy 668.jpg
585,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1336Cy 516.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1336Cy 516.jpg
586,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2584Cy 76.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2584Cy 76.jpg
587,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 760Cy 68.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 760Cy 68.jpg
588,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 780Cy 1512.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 780Cy 1512.jpg
589,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 1356Cy 1080.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 1356Cy 1080.jpg
590,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2220Cy 1080.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2220Cy 1080.jpg
591,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2220Cy 2136.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2220Cy 2136.jpg
592,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1936Cy 44.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1936Cy 44.jpg
593,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 2176Cy 1680.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 2176Cy 1680.jpg
594,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 2440Cy 1916.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 2440Cy 1916.jpg
595,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 1836Cy 2136.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 1836Cy 2136.jpg
596,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2048Cy 652.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2048Cy 652.jpg
597,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1356Cy 456.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1356Cy 456.jpg
598,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1480Cy 1028.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1480Cy 1028.jpg
599,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 8Cy 12.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 8Cy 12.jpg
600,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1748Cy 1096.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1748Cy 1096.jpg
601,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 460Cy 1056.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 460Cy 1056.jpg
602,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1596Cy 1776.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1596Cy 1776.jpg
603,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1676Cy 1012.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1676Cy 1012.jpg
604,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1064Cy 1816.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1064Cy 1816.jpg
605,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2308Cy 1276.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2308Cy 1276.jpg
606,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 192Cy 176.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 192Cy 176.jpg
607,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2112Cy 2132.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2112Cy 2132.jpg
